9.6822,9.6985,9.6948,9.7084,9.7024
9.7234,9.7235,9.7104,9.711,9.704
9.6845,9.6763,9.6788,9.6786,9.679
9.6994,9.7012,9.7126,9.6978,9.7051
9.7271,9.7125,9.6978,9.6894,9.6987
9.7329,9.6977,9.6973,9.6884,9.6987
9.726,9.7338,9.7359,9.7139,9.7103
9.7711,9.7363,9.7386,9.717,9.6992
9.6954,9.7125,9.6957,9.6905,9.6879
9.7244,9.7032,9.692,9.6907,9.6958
9.6767,9.6792,9.6856,9.6838,9.6848
9.7424,9.7144,9.6879,9.6866,9.6841
9.7382,9.6857,9.6832,9.6816,9.685
9.694,9.6829,9.6949,9.6877,9.6877
9.6803,9.6819,9.6825,9.6846,9.6845
9.6848,9.6943,9.7002,9.7058,9.7078
9.7725,9.7237,9.7285,9.713,9.716
9.6861,9.6815,9.6782,9.6784,9.6814
9.7426,9.729,9.7404,9.7087,9.7142
9.6795,9.6816,9.6845,9.6809,9.6813
9.7128,9.7102,9.7009,9.6929,9.7091
9.7165,9.6857,9.6996,9.6912,9.6843
9.6904,9.7037,9.6844,9.6834,9.6882
9.7101,9.6868,9.6939,9.6942,9.6935
9.7012,9.706,9.7108,9.6937,9.6975
9.7267,9.6935,9.6885,9.6882,9.6947
9.6868,9.6799,9.6802,9.6843,9.6853
9.6786,9.6885,9.6886,9.6853,9.687
9.6831,9.6775,9.6834,9.6813,9.6828
9.7043,9.6934,9.6833,9.6851,9.6812
9.6796,9.6877,9.6849,9.6905,9.6856
9.7854,9.7217,9.7095,9.7081,9.7094
9.6977,9.7096,9.7065,9.7281,9.7302
9.6872,9.706,9.7115,9.7094,9.7005
9.6883,9.6907,9.6865,9.6869,9.6955
9.7528,9.743,9.7193,9.71,9.6901
9.6917,9.6839,9.6778,9.6813,9.6822
9.7811,9.7628,9.7653,9.761,9.7499
9.7134,9.6919,9.6846,9.6867,9.6894
9.6912,9.7044,9.6974,9.7027,9.6961
9.7058,9.7432,9.7425,9.7273,9.7251
9.7294,9.7182,9.7263,9.6985,9.7025
9.7639,9.7429,9.7023,9.7046,9.6985
9.69,9.7072,9.6961,9.695,9.6903
9.6925,9.6845,9.6814,9.6816,9.6833
9.6841,9.6783,9.6795,9.6798,9.6834
9.7385,9.7381,9.7285,9.7261,9.7164
9.7142,9.6936,9.6793,9.6841,9.6892
9.6965,9.7084,9.7308,9.7173,9.7119
9.6764,9.6764,9.6817,9.6844,9.6894
9.7524,9.7507,9.7434,9.7277,9.7231
9.6885,9.6813,9.6805,9.679,9.6825
9.7067,9.6951,9.6869,9.685,9.6866
9.6755,9.6803,9.6844,9.68,9.6798
9.6998,9.6856,9.6926,9.6908,9.6932
9.6856,9.681,9.6908,9.6833,9.685
9.8158,9.7839,9.7587,9.7389,9.721
9.7023,9.7063,9.6965,9.6981,9.6926
9.6962,9.6865,9.6933,9.7034,9.7016
9.7936,9.7103,9.7041,9.7007,9.6937
9.6976,9.6975,9.6884,9.6951,9.6926
9.7155,9.6937,9.683,9.6854,9.688
9.68,9.6915,9.7044,9.7084,9.7164
9.6823,9.6876,9.6867,9.6865,9.6939
9.6778,9.6856,9.6842,9.683,9.6808
9.69,9.6769,9.6795,9.6789,9.6806
9.7245,9.6966,9.7076,9.7026,9.706
9.7675,9.7253,9.7001,9.6993,9.7016
9.6939,9.721,9.7061,9.7065,9.715
9.8007,9.7769,9.7645,9.7317,9.739
9.6897,9.7019,9.7038,9.6982,9.6988
9.7112,9.6992,9.7012,9.691,9.6943
9.7012,9.69,9.7048,9.6995,9.698
9.682,9.6748,9.675,9.6798,9.6836
9.7042,9.7169,9.7031,9.701,9.696
9.6865,9.735,9.7196,9.7156,9.7156
9.7264,9.6841,9.6858,9.6936,9.6975
9.7448,9.6998,9.6997,9.7004,9.6914
9.7265,9.7038,9.6905,9.6853,9.6819
9.7845,9.6951,9.6845,9.6932,9.6926
9.7268,9.6786,9.6765,9.6797,9.6835
9.7978,9.7613,9.7458,9.7599,9.7569
9.6893,9.679,9.6792,9.6843,9.6846
9.6986,9.6838,9.7052,9.6971,9.6924
9.7447,9.7032,9.6894,9.7097,9.7095
9.7448,9.7478,9.723,9.7032,9.6952
9.6971,9.6841,9.6796,9.6885,9.688
9.709,9.6791,9.6828,9.6965,9.699
9.6877,9.6983,9.6884,9.6789,9.6805
9.7331,9.6979,9.6999,9.6876,9.6927
9.7094,9.6917,9.6927,9.6908,9.6952
9.7033,9.7097,9.7076,9.7059,9.7083
9.7094,9.693,9.6955,9.6936,9.6865
9.7372,9.7021,9.6985,9.6936,9.6927
9.7016,9.6922,9.6883,9.6979,9.6932
9.7274,9.7141,9.694,9.6862,9.6973
9.6851,9.6784,9.6863,9.6991,9.6969
9.6796,9.7098,9.7093,9.6981,9.6963
9.6771,9.6788,9.6823,9.6831,9.6807
9.6833,9.6886,9.6869,9.688,9.6992
